[2026-06-03T16:44:24.891Z] GET https://www.launchgallery.video/ → pending (?ms, ?B)
[2026-06-03T16:44:56.331Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRTQgYoZZY2vCFuvAFT_r21cgT9rcs.woff2 → 200 (1ms, ?B)
[2026-06-03T16:44:56.332Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRQQgYoZZY2vCFuvAFT9gaQZynfoOFC-I0.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:56.332Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRVQgYoZZY2vCFuvAFWzr-_dSb_.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:56.332Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRSQgYoZZY2vCFuvAnt66qSVyvVp8NA.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:56.339Z] POST https://subscribe-forms.beehiiv.com/cdn-cgi/rum? → pending (?ms, ?B)
[2026-06-03T16:44:56.340Z] GET https://www.launchgallery.video/_next/static/media/797e433ab948586e-s.p.09zddjkbdep5a.woff2 → 200 (1ms, ?B)
[2026-06-03T16:44:56.341Z] GET https://www.launchgallery.video/_next/static/media/caa3a2e1cccd8315-s.p.09~u27dqhyhd6.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:56.341Z] GET https://www.launchgallery.video/_next/image/?url=%2Flanding-page-dark.png&w=1920&q=60 → pending (?ms, ?B)
[2026-06-03T16:44:56.341Z] GET https://www.launchgallery.video/_next/static/chunks/0eg7_tczh2u.q.css → 200 (?ms, 134657B)
[2026-06-03T16:44:56.341Z] GET https://www.launchgallery.video/_next/static/chunks/11unif--rw5h8.css → 200 (?ms, 3527B)
[2026-06-03T16:44:56.341Z] GET https://www.launchgallery.video/_next/static/chunks/0n-rls06x9r5n.js → 200 (?ms, 27574B)
[2026-06-03T16:44:56.341Z] GET https://www.launchgallery.video/_next/static/chunks/0pqt~8bl3ukh4.js → 200 (?ms, 44414B)
[2026-06-03T16:44:56.341Z] GET https://www.launchgallery.video/_next/static/chunks/06rj-ekn7bfv5.js → 200 (?ms, 172872B)
[2026-06-03T16:44:56.341Z] GET https://www.launchgallery.video/_next/static/chunks/0g84uf0axkg94.js → 200 (?ms, 227629B)
[2026-06-03T16:44:56.342Z] GET https://www.launchgallery.video/_next/static/chunks/0.5o1mod0icpj.js → 200 (?ms, 146811B)
[2026-06-03T16:44:56.342Z] GET https://www.launchgallery.video/_next/static/chunks/turbopack-0dpu81o6cf5k5.js → 200 (?ms, 11052B)
[2026-06-03T16:44:56.342Z] GET https://www.launchgallery.video/_next/static/chunks/16z58n_l6ia75.js → 200 (?ms, 20164B)
[2026-06-03T16:44:56.342Z] GET https://www.launchgallery.video/_next/static/chunks/0d3shmwh5_nmn.js → 200 (?ms, 54646B)
[2026-06-03T16:44:56.342Z] GET https://www.launchgallery.video/_next/static/chunks/116_q1h5z~kkw.js → 200 (?ms, 36312B)
[2026-06-03T16:44:56.342Z] GET https://www.launchgallery.video/_next/static/chunks/0ubl_bergrg5a.js → 200 (?ms, 16847B)
[2026-06-03T16:44:56.342Z] GET https://www.launchgallery.video/_next/static/chunks/05h2.xzzm0k0r.js → 200 (?ms, 36170B)
[2026-06-03T16:44:56.342Z] GET https://www.launchgallery.video/_next/static/chunks/14hza6s.xpzmu.js → 200 (?ms, 27334B)
[2026-06-03T16:44:56.343Z] GET https://www.launchgallery.video/_next/static/chunks/0upoay.jrsl6y.js → 200 (?ms, 25812B)
[2026-06-03T16:44:56.343Z] GET https://www.launchgallery.video/_next/static/chunks/00c~yvy1udipl.js → 200 (?ms, 11333B)
[2026-06-03T16:44:56.351Z] GET https://us-assets.i.posthog.com/static/exception-autocapture.js?v=1.345.2 → 200 (?ms, 11840B)
[2026-06-03T16:44:56.351Z] GET https://us-assets.i.posthog.com/array/phc_r652UBXQjuO8KEHrsbg6iOLsW1KUiaMWjzoqMOLxmPr/config.js → 200 (?ms, 849B)
[2026-06-03T16:44:56.353Z] POST https://us.i.posthog.com/flags/?v=2&config=true&ip=0&_=1780505096348&ver=1.345.2&compression=base64 → pending (?ms, ?B)
[2026-06-03T16:44:56.358Z] GET https://www.launchgallery.video/_next/image/?url=%2Fnew_logo_small.png&w=32&q=75 → pending (?ms, ?B)
[2026-06-03T16:44:56.358Z] GET https://www.launchgallery.video/_next/image/?url=%2Ftwitter_bird_icon.png&w=16&q=75 → pending (?ms, ?B)
[2026-06-03T16:44:56.358Z] GET https://www.launchgallery.video/_next/image/?url=%2Fyc_icon.jpeg&w=16&q=75 → pending (?ms, ?B)
[2026-06-03T16:44:56.363Z] GET https://subscribe-forms.beehiiv.com/v3/loader.js → 200 (?ms, 29713B)
[2026-06-03T16:44:56.367Z] GET https://www.launchgallery.video/?_rsc=nSZ9xzeU4GHbPIaW → pending (?ms, ?B)
[2026-06-03T16:44:56.371Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b → pending (?ms, ?B)
[2026-06-03T16:44:56.371Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/29f956e0-7465-4d3e-a241-5d0037ec11f0 → pending (?ms, ?B)
[2026-06-03T16:44:56.374Z] GET https://www.launchgallery.video/tag/agents/?_rsc=nSZ9xzeU4GHbPIaW → 200 (83ms, ?B)
[2026-06-03T16:44:56.374Z] GET https://www.launchgallery.video/tag/productivity/?_rsc=nSZ9xzeU4GHbPIaW → 200 (70ms, ?B)
[2026-06-03T16:44:56.374Z] GET https://platform.twitter.com/widgets.js → 200 (?ms, 93967B)
[2026-06-03T16:44:56.375Z] GET https://platform.twitter.com/widgets/widget_iframe.1227a5674072e080ffb1ba14ac0c1079.html?origin=https%3A%2F%2Fwww.launchgallery.video → 200 (1ms, 327164B)
[2026-06-03T16:44:56.383Z] GET https://syndication.twitter.com/settings?session_id=935aaf5cdea8a7c329e0a938d495fbc4c18a810b → 200 (49ms, ?B)
[2026-06-03T16:44:56.432Z] GET https://www.launchgallery.video/?_rsc=cTP6eS5ah_rEDGqP → 200 (67ms, ?B)
[2026-06-03T16:44:56.444Z] GET https://www.launchgallery.video/tag/productivity/?_rsc=KncVEVM5gCSOO4O3 → 200 (70ms, ?B)
[2026-06-03T16:44:56.444Z] GET https://www.launchgallery.video/video/juno-juno-ai-health-assistant-for-chronic-illness/ → 200 (150ms, 68233B)
[2026-06-03T16:44:56.445Z] GET https://platform.twitter.com/js/tweet.7a6003258de838c35e66fd0f50ebdb0f.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.449Z] GET https://platform.twitter.com/embed/Tweet.html?creatorScreenName=anurag__kochar&dnt=false&embedId=twitter-widget-0&features=eyJ0ZndfdGltZWxpbmVfbGlzdCI6eyJidWNrZXQiOltdLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2ZvbGxvd2VyX2NvdW50X3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9iYWNrZW5kIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19yZWZzcmNfc2Vzc2lvbiI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfZm9zbnJfc29mdF9pbnRlcnZlbnRpb25zX2VuYWJsZWQiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X21peGVkX21lZGlhXzE1ODk3Ijp7ImJ1Y2tldCI6InRyZWF0bWVudCIsInZlcnNpb24iOm51bGx9LCJ0ZndfZXhwZXJpbWVudHNfY29va2llX2V4cGlyYXRpb24iOnsiYnVja2V0IjoxMjA5NjAwLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3Nob3dfYmlyZHdhdGNoX3Bpdm90c19lbmFibGVkIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19kdXBsaWNhdGVfc2NyaWJlc190b19zZXR0aW5ncyI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdXNlX3Byb2ZpbGVfaW1hZ2Vfc2hhcGVfZW5hYmxlZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdmlkZW9faGxzX2R5bmFtaWNfbWFuaWZlc3RzXzE1MDgyIjp7ImJ1Y2tldCI6InRydWVfYml0cmF0ZSIsInZlcnNpb24iOm51bGx9LCJ0ZndfbGVnYWN5X3RpbWVsaW5lX3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9mcm9udGVuZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9fQ%3D%3D&frame=false&hideCard=true&hideThread=false&id=2051323944452411773&lang=en&maxWidth=1920px&origin=https%3A%2F%2Flaunchgallery.video%2Fvideo%2Fintelligence-announcing-cofounder-2-run-an-entire-company-with-agents%2F&sessionId=935aaf5cdea8a7c329e0a938d495fbc4c18a810b&theme=dark&widgetsVersion=6a3ad42b224df%3A1778106238597&width=550px → 200 (14ms, ?B)
[2026-06-03T16:44:56.459Z] GET https://www.launchgallery.video/tag/agents/?_rsc=dmZ9mmcEbYA7pXRq → 200 (105ms, ?B)
[2026-06-03T16:44:56.465Z] GET https://platform.twitter.com/embed/embed.runtime.3b19346e5d08b0b587c7.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.465Z] GET https://platform.twitter.com/embed/embed.9449.78398904051446294e3d.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.465Z] GET https://platform.twitter.com/embed/embed.Tweet.70198ef24afe05adbecf.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.477Z] GET https://platform.twitter.com/embed/embed.749.467388cca0b3fe9c3291.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.477Z] GET https://platform.twitter.com/embed/embed.ondemand.i18n.en-js.19a28d85d7fc7916b4b1.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.477Z] GET https://platform.twitter.com/embed/embed.ondemand.horizon-web.i18n.en-js.d681a6dcae4601184824.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.478Z] GET https://platform.twitter.com/embed/embed.9203.1b3edf1dee6d205547e0.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.478Z] GET https://platform.twitter.com/embed/embed.ondemand.Tweet.81f6f5a50fbfe5bd028c.js → 200 (1ms, ?B)
[2026-06-03T16:44:56.483Z] GET https://cdn.syndication.twimg.com/tweet-result?features=tfw_timeline_list%3A%3Btfw_follower_count_sunset%3Atrue%3Btfw_tweet_edit_backend%3Aon%3Btfw_refsrc_session%3Aon%3Btfw_fosnr_soft_interventions_enabled%3Aon%3Btfw_mixed_media_15897%3Atreatment%3Btfw_experiments_cookie_expiration%3A1209600%3Btfw_show_birdwatch_pivots_enabled%3Aon%3Btfw_duplicate_scribes_to_settings%3Aon%3Btfw_use_profile_image_shape_enabled%3Aon%3Btfw_video_hls_dynamic_manifests_15082%3Atrue_bitrate%3Btfw_legacy_timeline_sunset%3Atrue%3Btfw_tweet_edit_frontend%3Aon&id=2051323944452411773&lang=en&token=4zf9t296xl&pofn9l=6d8c3spwsn&vn5tnu=50p08ll26p1g&ttjsro=1fml5gb8k723k&5a7fcp=rwm80iyhmtmi&wph9w3=nys4vp8kqyzh&zrk2cu=6cfqc8qztifq&lmq1je=a48fah18811j → pending (?ms, ?B)
[2026-06-03T16:44:56.484Z] GET https://subscribe-forms.beehiiv.com/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b?referrer=https%253A%252F%252Fwww.launchgallery.video%252Fvideo%252Fintelligence-announcing-cofounder-2-run-an-entire-company-with-agents%252F → pending (?ms, ?B)
[2026-06-03T16:44:56.609Z] GET https://www.launchgallery.video/_next/static/media/797e433ab948586e-s.p.09zddjkbdep5a.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:56.610Z] GET https://www.launchgallery.video/_next/static/media/caa3a2e1cccd8315-s.p.09~u27dqhyhd6.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:56.610Z] GET https://www.launchgallery.video/_next/image/?url=%2Flanding-page-dark.png&w=1920&q=60 → 304 (82ms, ?B)
[2026-06-03T16:44:56.610Z] GET https://www.launchgallery.video/_next/static/chunks/0eg7_tczh2u.q.css → 200 (?ms, 134657B)
[2026-06-03T16:44:56.610Z] GET https://www.launchgallery.video/_next/static/chunks/11unif--rw5h8.css → 200 (?ms, 3527B)
[2026-06-03T16:44:56.610Z] GET https://www.launchgallery.video/_next/static/chunks/0n-rls06x9r5n.js → 200 (?ms, 27574B)
[2026-06-03T16:44:56.610Z] GET https://www.launchgallery.video/_next/static/chunks/0pqt~8bl3ukh4.js → 200 (?ms, 44414B)
[2026-06-03T16:44:56.611Z] GET https://www.launchgallery.video/_next/static/chunks/06rj-ekn7bfv5.js → 200 (?ms, 172872B)
[2026-06-03T16:44:56.611Z] GET https://www.launchgallery.video/_next/static/chunks/0g84uf0axkg94.js → 200 (?ms, 227629B)
[2026-06-03T16:44:56.611Z] GET https://www.launchgallery.video/_next/static/chunks/0.5o1mod0icpj.js → 200 (?ms, 146811B)
[2026-06-03T16:44:56.611Z] GET https://www.launchgallery.video/_next/static/chunks/turbopack-0dpu81o6cf5k5.js → 200 (?ms, 11052B)
[2026-06-03T16:44:56.611Z] GET https://www.launchgallery.video/_next/static/chunks/16z58n_l6ia75.js → 200 (?ms, 20164B)
[2026-06-03T16:44:56.611Z] GET https://www.launchgallery.video/_next/static/chunks/0d3shmwh5_nmn.js → 200 (?ms, 54646B)
[2026-06-03T16:44:56.611Z] GET https://www.launchgallery.video/_next/static/chunks/116_q1h5z~kkw.js → 200 (?ms, 36312B)
[2026-06-03T16:44:56.611Z] GET https://www.launchgallery.video/_next/static/chunks/0ubl_bergrg5a.js → 200 (1ms, 16847B)
[2026-06-03T16:44:56.612Z] GET https://www.launchgallery.video/_next/static/chunks/05h2.xzzm0k0r.js → 200 (?ms, 36170B)
[2026-06-03T16:44:56.612Z] GET https://www.launchgallery.video/_next/static/chunks/14hza6s.xpzmu.js → 200 (?ms, 27334B)
[2026-06-03T16:44:56.612Z] GET https://www.launchgallery.video/_next/static/chunks/0upoay.jrsl6y.js → 200 (?ms, 25812B)
[2026-06-03T16:44:56.612Z] GET https://www.launchgallery.video/_next/static/chunks/00c~yvy1udipl.js → 200 (?ms, 11333B)
[2026-06-03T16:44:56.622Z] GET https://us-assets.i.posthog.com/static/exception-autocapture.js?v=1.345.2 → 200 (?ms, 11840B)
[2026-06-03T16:44:56.622Z] GET https://us-assets.i.posthog.com/array/phc_r652UBXQjuO8KEHrsbg6iOLsW1KUiaMWjzoqMOLxmPr/config.js → 200 (?ms, 849B)
[2026-06-03T16:44:56.622Z] POST https://us.i.posthog.com/flags/?v=2&config=true&ip=0&_=1780505096618&ver=1.345.2&compression=base64 → 200 (45ms, 279B)
[2026-06-03T16:44:56.631Z] GET https://www.launchgallery.video/_next/image/?url=%2Fnew_logo_small.png&w=32&q=75 → 304 (60ms, ?B)
[2026-06-03T16:44:56.631Z] GET https://www.launchgallery.video/_next/image/?url=%2Ftwitter_bird_icon.png&w=16&q=75 → 304 (60ms, ?B)
[2026-06-03T16:44:56.631Z] GET https://www.launchgallery.video/_next/image/?url=%2Fyc_icon.jpeg&w=16&q=75 → 200 (48ms, 329B)
[2026-06-03T16:44:56.638Z] GET https://subscribe-forms.beehiiv.com/v3/loader.js → 200 (?ms, 29713B)
[2026-06-03T16:44:56.642Z] GET https://www.launchgallery.video/?_rsc=auuA9f2gVCG2Ey_f → 200 (79ms, ?B)
[2026-06-03T16:44:56.644Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b → 200 (103ms, 574B)
[2026-06-03T16:44:56.644Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/29f956e0-7465-4d3e-a241-5d0037ec11f0 → 200 (196ms, 596B)
[2026-06-03T16:44:56.648Z] GET https://www.launchgallery.video/tag/yc/?_rsc=auuA9f2gVCG2Ey_f → 200 (88ms, 332B)
[2026-06-03T16:44:56.649Z] GET https://platform.twitter.com/widgets.js → 200 (?ms, 93967B)
[2026-06-03T16:44:56.650Z] GET https://platform.twitter.com/widgets/widget_iframe.1227a5674072e080ffb1ba14ac0c1079.html?origin=https%3A%2F%2Fwww.launchgallery.video → 200 (1ms, 327164B)
[2026-06-03T16:44:56.657Z] GET https://syndication.twitter.com/settings?session_id=d25111125f9c6f45e461e3bdeab27ffcb0278b25 → 200 (64ms, 870B)
[2026-06-03T16:44:56.736Z] GET https://www.launchgallery.video/?_rsc=PElJnRvVWG6SPp0k → 200 (76ms, ?B)
[2026-06-03T16:44:56.736Z] GET https://platform.twitter.com/js/tweet.7a6003258de838c35e66fd0f50ebdb0f.js → 200 (?ms, 7806B)
[2026-06-03T16:44:56.737Z] GET https://www.launchgallery.video/tag/yc/?_rsc=q1yPKjQRFNAfKc4i → 200 (111ms, ?B)
[2026-06-03T16:44:56.740Z] GET https://platform.twitter.com/embed/Tweet.html?creatorScreenName=anurag__kochar&dnt=false&embedId=twitter-widget-0&features=eyJ0ZndfdGltZWxpbmVfbGlzdCI6eyJidWNrZXQiOltdLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2ZvbGxvd2VyX2NvdW50X3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9iYWNrZW5kIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19yZWZzcmNfc2Vzc2lvbiI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfZm9zbnJfc29mdF9pbnRlcnZlbnRpb25zX2VuYWJsZWQiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X21peGVkX21lZGlhXzE1ODk3Ijp7ImJ1Y2tldCI6InRyZWF0bWVudCIsInZlcnNpb24iOm51bGx9LCJ0ZndfZXhwZXJpbWVudHNfY29va2llX2V4cGlyYXRpb24iOnsiYnVja2V0IjoxMjA5NjAwLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3Nob3dfYmlyZHdhdGNoX3Bpdm90c19lbmFibGVkIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19kdXBsaWNhdGVfc2NyaWJlc190b19zZXR0aW5ncyI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdXNlX3Byb2ZpbGVfaW1hZ2Vfc2hhcGVfZW5hYmxlZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdmlkZW9faGxzX2R5bmFtaWNfbWFuaWZlc3RzXzE1MDgyIjp7ImJ1Y2tldCI6InRydWVfYml0cmF0ZSIsInZlcnNpb24iOm51bGx9LCJ0ZndfbGVnYWN5X3RpbWVsaW5lX3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9mcm9udGVuZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9fQ%3D%3D&frame=false&hideCard=true&hideThread=false&id=2057823798091510200&lang=en&maxWidth=1920px&origin=https%3A%2F%2Flaunchgallery.video%2Fvideo%2Fjuno-juno-ai-health-assistant-for-chronic-illness%2F&sessionId=d25111125f9c6f45e461e3bdeab27ffcb0278b25&theme=dark&widgetsVersion=6a3ad42b224df%3A1778106238597&width=550px → 200 (13ms, 429B)
[2026-06-03T16:44:56.748Z] GET https://subscribe-forms.beehiiv.com/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b?referrer=https%253A%252F%252Fwww.launchgallery.video%252Fvideo%252Fjuno-juno-ai-health-assistant-for-chronic-illness%252F → 200 (283ms, 11804B)
[2026-06-03T16:44:56.765Z] GET https://platform.twitter.com/embed/embed.runtime.3b19346e5d08b0b587c7.js → 200 (?ms, 9694B)
[2026-06-03T16:44:56.766Z] GET https://platform.twitter.com/embed/embed.9449.78398904051446294e3d.js → 200 (?ms, 505283B)
[2026-06-03T16:44:56.766Z] GET https://platform.twitter.com/embed/embed.Tweet.70198ef24afe05adbecf.js → 200 (?ms, 32350B)
[2026-06-03T16:44:56.777Z] GET https://platform.twitter.com/embed/embed.749.467388cca0b3fe9c3291.js → 200 (1ms, 19789B)
[2026-06-03T16:44:56.778Z] GET https://platform.twitter.com/embed/embed.ondemand.i18n.en-js.19a28d85d7fc7916b4b1.js → 200 (?ms, 4245B)
[2026-06-03T16:44:56.778Z] GET https://platform.twitter.com/embed/embed.ondemand.horizon-web.i18n.en-js.d681a6dcae4601184824.js → 200 (?ms, 36152B)
[2026-06-03T16:44:56.789Z] GET https://platform.twitter.com/embed/embed.9203.1b3edf1dee6d205547e0.js → 200 (?ms, 273681B)
[2026-06-03T16:44:56.789Z] GET https://platform.twitter.com/embed/embed.ondemand.Tweet.81f6f5a50fbfe5bd028c.js → 200 (?ms, 89868B)
[2026-06-03T16:44:56.796Z] GET https://cdn.syndication.twimg.com/tweet-result?features=tfw_timeline_list%3A%3Btfw_follower_count_sunset%3Atrue%3Btfw_tweet_edit_backend%3Aon%3Btfw_refsrc_session%3Aon%3Btfw_fosnr_soft_interventions_enabled%3Aon%3Btfw_mixed_media_15897%3Atreatment%3Btfw_experiments_cookie_expiration%3A1209600%3Btfw_show_birdwatch_pivots_enabled%3Aon%3Btfw_duplicate_scribes_to_settings%3Aon%3Btfw_use_profile_image_shape_enabled%3Aon%3Btfw_video_hls_dynamic_manifests_15082%3Atrue_bitrate%3Btfw_legacy_timeline_sunset%3Atrue%3Btfw_tweet_edit_frontend%3Aon&id=2057823798091510200&lang=en&token=4zkudzkbhp7&7p2gdb=2atj8nkd4wxi&wu7r5l=1iw8282d6ezg&n2dnfd=gdjzvd8zum9j&o9ptao=3jlu6383yseh → 200 (102ms, 4276B)
[2026-06-03T16:44:56.898Z] GET https://platform.twitter.com/embed/embed.781.9426aa327bd715a3403f.js → 200 (?ms, 9821B)
[2026-06-03T16:44:56.898Z] GET https://platform.twitter.com/embed/embed.9935.0a06559f8ea08705e4ac.js → 200 (?ms, 67915B)
[2026-06-03T16:44:56.899Z] GET https://platform.twitter.com/embed/embed.5234.de598ecb99dd0f2cbdd5.js → 200 (?ms, 38154B)
[2026-06-03T16:44:56.899Z] GET https://platform.twitter.com/embed/embed.8941.eb3528bd7a35a517bc8e.js → 200 (?ms, 12860B)
[2026-06-03T16:44:56.899Z] GET https://platform.twitter.com/embed/embed.5332.340f0930f4dd862af95f.js → 200 (?ms, 156252B)
[2026-06-03T16:44:56.899Z] GET https://platform.twitter.com/embed/embed.ondemand.TweetVideo.4d658735b98b45a6a0f2.js → 200 (?ms, 11656B)
[2026-06-03T16:44:56.899Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505096897%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22results%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2Fvideo%2Fjuno-juno-ai-health-assistant-for-chronic-illness%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222057823798091510200%22%5D%2C%22item_details%22%3A%7B%222057823798091510200%22%3A%7B%22item_type%22%3A0%7D%7D%7D → 200 (64ms, 43B)
[2026-06-03T16:44:56.908Z] GET https://platform.twitter.com/embed/embed.loaders.video.VideoPlayerDefaultUI.a9c250b7e18e52734ae4.js → 200 (?ms, 50488B)
[2026-06-03T16:44:56.908Z] GET https://pbs.twimg.com/amplify_video_thumb/2057704471820750848/img/VR2e1XYf4zscc3zG.jpg → 200 (30ms, 73882B)
[2026-06-03T16:44:56.909Z] GET https://platform.twitter.com/embed/embed.loaders.video.PlayerHls1.5.6b354f03e70e1c9e8314.js → 200 (?ms, 412301B)
[2026-06-03T16:44:56.914Z] GET https://video.twimg.com/amplify_video/2057704471820750848/pl/2tk1a-8UbUmP-4pO.m3u8 → 200 (158ms, 1333B)
[2026-06-03T16:44:57.035Z] GET https://subscribe-forms.beehiiv.com/assets/application-bd6c2568.css → 200 (?ms, 21847B)
[2026-06-03T16:44:57.035Z] GET https://subscribe-forms.beehiiv.com/assets/application-921ebbda.js → 200 (1ms, 170B)
[2026-06-03T16:44:57.036Z] GET https://ga.jspm.io/npm:rails-ujs@5.2.8-1/lib/assets/compiled/rails-ujs.js → 200 (?ms, 13802B)
[2026-06-03T16:44:57.036Z] GET https://subscribe-forms.beehiiv.com/assets/stimulus.min-4b1e420e.js → 200 (?ms, 45657B)
[2026-06-03T16:44:57.036Z] GET https://subscribe-forms.beehiiv.com/assets/stimulus-loading-1fc53fe7.js → 200 (?ms, 3315B)
[2026-06-03T16:44:57.036Z] GET https://subscribe-forms.beehiiv.com/assets/flatpickr-bc43d5e1.js → 200 (?ms, 56602B)
[2026-06-03T16:44:57.036Z] GET https://subscribe-forms.beehiiv.com/assets/stimulus-flatpickr-e6ced17f.js → 200 (?ms, 12845B)
[2026-06-03T16:44:57.036Z] GET https://subscribe-forms.beehiiv.com/assets/idiomorph-ed0e433a.js → 200 (1ms, 9467B)
[2026-06-03T16:44:57.037Z] GET https://subscribe-forms.beehiiv.com/assets/webfontloader-0ac16cf4.js → 200 (?ms, 13148B)
[2026-06-03T16:44:57.037Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/application-3affb389.js → 200 (?ms, 218B)
[2026-06-03T16:44:57.037Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/date_controller-f89b0441.js → 200 (?ms, 1531B)
[2026-06-03T16:44:57.037Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/font_loader_controller-f37a8614.js → 200 (?ms, 371B)
[2026-06-03T16:44:57.037Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/human_cookie_controller-82d3e2a4.js → 200 (1ms, 746B)
[2026-06-03T16:44:57.038Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/index-ba7333b9.js → 200 (?ms, 361B)
[2026-06-03T16:44:57.038Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/messages_controller-ed59d7c6.js → 200 (?ms, 6792B)
[2026-06-03T16:44:57.038Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/placeholder_controller-61a7152a.js → 200 (?ms, 409B)
[2026-06-03T16:44:57.038Z] GET https://client.px-cloud.net/PXeBumDLwe/main.min.js → 200 (?ms, 233537B)
[2026-06-03T16:44:57.039Z] GET https://www.googletagmanager.com/gtm.js?id=GTM-WJXL7FH → 200 (?ms, 334877B)
[2026-06-03T16:44:57.042Z] GET https://tzm.px-cloud.net/ns?c=8dcd7df0-5f6b-11f1-813f-4572c13d9bda → pending (?ms, ?B)
[2026-06-03T16:44:57.047Z] POST https://collector-pxebumdlwe.px-cloud.net/api/v2/collector → 200 (52ms, 1820B)
